id,automatic_category,question,gold_answers_json,prediction,top1_title,top1_context,top1_similarity,retrieval_hit_top1,retrieval_hit_top3,exact_match,token_f1,manual_label,answer_supported_by_top1,review_note,manual_outcome
5728fb002ca10214002dab6e,partial_or_paraphrase,The flushing action of what expels pathogens from the eyes?,"[""tears"", ""tears"", ""tears""]",tears and urine,Immune_system,"Several barriers protect organisms from infection, including mechanical, chemical, and biological barriers. The waxy cuticle of many leaves, the exoskeleton of insects, the shells and membranes of externally deposited eggs, and skin are examples of mechanical barriers that are the first line of defense against infection. However, as organisms cannot be completely sealed from their environments, other systems act to protect body openings such as the lungs, intestines, and the genitourinary tract. In the lungs, coughing and sneezing mechanically eject pathogens and other irritants from the respiratory tract. The flushing action of tears and urine also mechanically expels pathogens, while mucus secreted by the respiratory and gastrointestinal tract serves to trap and entangle microorganisms.",0.536719560623169,True,True,0,0.5,multi_answer_collapse,1,The answer includes tears but adds urine even though the question is limited to the eyes.,partial
572ffe6fb2c2fd14005686f0,partial_or_paraphrase,What type of assistance to out of town students is the Muslim Brotherhood known for?,"[""housing"", ""shelters, educational assistance, free or low cost medical clinics, housing assistance"", ""shelters, educational assistance, free or low cost medical clinics, housing assistance""]",housing assistance,Islamism,"Islamist movements such as the Muslim Brotherhood, ""are well known for providing shelters, educational assistance, free or low cost medical clinics, housing assistance to students from out of town, student advisory groups, facilitation of inexpensive mass marriage ceremonies to avoid prohibitively costly dowry demands, legal assistance, sports facilities, and women's groups."" All this compares very favourably against incompetent, inefficient, or neglectful governments whose commitment to social justice is limited to rhetoric.",0.7012364864349365,True,True,0,0.6666666666666666,correct_metric_artifact,1,Housing assistance is directly supported and semantically answers the question; the automatic exact-match metric is too strict here.,acceptable
56e1b00ce3433e14004230a1,partial_or_paraphrase,"In the determination of complexity classes, what are two examples of types of Turing machines?","[""probabilistic Turing machines, non-deterministic Turing machines"", ""probabilistic Turing machines, non-deterministic Turing machines""]","deterministic Turing machines, probabilistic Turing machines, non-deterministic Turing machines, quantum Turing machines, symmetric Turing machines and",Computational_complexity_theory,"Many types of Turing machines are used to define complexity classes, such as deterministic Turing machines, probabilistic Turing machines, non-deterministic Turing machines, quantum Turing machines, symmetric Turing machines and alternating Turing machines. They are all equally powerful in principle, but when resources (such as time or space) are bounded, some of these may be more powerful than others.",0.7638953924179077,True,True,0,0.5454545454545454,multi_answer_collapse,1,The output contains valid examples but lists too many types and ends incomplete.,partial
571094b7a58dae1900cd6a67,partial_or_paraphrase,How did the revocation restrict Huguenot travel?,"[""prohibited emigration"", ""prohibited emigration"", ""prohibited emigration""]","forbade Protestant services, required education of children as Catholics, and prohibited emigration",Huguenot,"The revocation forbade Protestant services, required education of children as Catholics, and prohibited emigration. It proved disastrous to the Huguenots and costly for France. It precipitated civil bloodshed, ruined commerce, and resulted in the illegal flight from the country of hundreds of thousands of Protestants, many of whom became intellectuals, doctors and business leaders in Britain as well as Holland, Prussia, and South Africa. Four thousand emigrated to the North American colonies, where they settled in New York and Virginia, especially. The English welcomed the French refugees, providing money from both government and private agencies to aid their relocation. Those Huguenots who stayed in France became Catholics and were called ""new converts"".",0.5696837902069092,True,True,0,0.2857142857142857,overcomplete_answer,1,"The output includes the supported travel restriction, prohibited emigration, but also adds two unrelated clauses.",partial
572a0bfaaf94a219006aa779,partial_or_paraphrase,"Many changes in the vegetation of the amazon rainforest took place since the  Last Glacial Maximum, which was how many years ago?","[""21,000"", ""21,000"", ""21,000""]","21,000 years ago",Amazon_rainforest,"There is evidence that there have been significant changes in Amazon rainforest vegetation over the last 21,000 years through the Last Glacial Maximum (LGM) and subsequent deglaciation. Analyses of sediment deposits from Amazon basin paleolakes and from the Amazon Fan indicate that rainfall in the basin during the LGM was lower than for the present, and this was almost certainly associated with reduced moist tropical vegetation cover in the basin. There is debate, however, over how extensive this reduction was. Some scientists argue that the rainforest was reduced to small, isolated refugia separated by open forest and grassland; other scientists argue that the rainforest remained largely intact but extended less far to the north, south, and east than is seen today. This debate has proved difficult to resolve because the practical limitations of working in the rainforest mean that data sampling is biased away from the center of the Amazon basin, and both explanations are reasonably well supported by the available data.",0.8452459573745728,True,True,0,0.5,correct_metric_artifact,1,"The prediction '21,000 years ago' is semantically identical to the reference '21,000' and is directly supported by the passage.",acceptable
572944e03f37b319004781e2,retrieval_miss,When was the IPCC Third Assessment Report published?,"[""2001"", ""2001"", ""2001""]",NO_ANSWER,Intergovernmental_Panel_on_Climate_Change,"The IPCC concentrates its activities on the tasks allotted to it by the relevant WMO Executive Council and UNEP Governing Council resolutions and decisions as well as on actions in support of the UNFCCC process. While the preparation of the assessment reports is a major IPCC function, it also supports other activities, such as the Data Distribution Centre and the National Greenhouse Gas Inventories Programme, required under the UNFCCC. This involves publishing default emission factors, which are factors used to derive emissions estimates based on the levels of fuel consumption, industrial production and so on.",0.6197455525398254,False,False,0,0.0,retrieval_error_correct_abstention,1,The gold passage was missed and the retrieved passage lacked the answer; the generator correctly abstained.,acceptable
5728eb1a3acd2414000e01c8,retrieval_ranking_error,What is the group called that does not agree with government at all?,"[""anarchists"", ""anarchists"", ""anarchists"", ""anarchists"", ""anarchists""]",Muslim Brotherhood,Islamism,"Islamist movements such as the Muslim Brotherhood, ""are well known for providing shelters, educational assistance, free or low cost medical clinics, housing assistance to students from out of town, student advisory groups, facilitation of inexpensive mass marriage ceremonies to avoid prohibitively costly dowry demands, legal assistance, sports facilities, and women's groups."" All this compares very favourably against incompetent, inefficient, or neglectful governments whose commitment to social justice is limited to rhetoric.",0.4608892798423767,False,True,0,0.0,retrieval_error_unsupported_generation,0,The top passage is irrelevant and the model copies 'Muslim Brotherhood' instead of abstaining.,unsupported
56de4b5c4396321400ee279a,retrieval_ranking_error,Who used the church to unify themselves?,"[""dukes"", ""the dukes"", ""dukes""]",Protestants,Huguenot,"The pattern of warfare, followed by brief periods of peace, continued for nearly another quarter-century. The warfare was definitively quelled in 1598, when Henry of Navarre, having succeeded to the French throne as Henry IV, and having recanted Protestantism in favour of Roman Catholicism, issued the Edict of Nantes. The Edict reaffirmed Catholicism as the state religion of France, but granted the Protestants equality with Catholics under the throne and a degree of religious and political freedom within their domains. The Edict simultaneously protected Catholic interests by discouraging the founding of new Protestant churches in Catholic-controlled regions.[citation needed]",0.3618230521678924,False,True,0,0.0,retrieval_error_unsupported_generation,0,The retrieved passage is irrelevant and 'Protestants' does not answer who used the church to unify themselves.,unsupported
5730b541396df919000962c6,retrieval_ranking_error,When was the defeat of Napoleonic France?,"[""1815"", ""1815"", ""1815"", ""1815"", ""1815""]",1763,French_and_Indian_War,"After the disastrous 1757 British campaigns (resulting in a failed expedition against Louisbourg and the Siege of Fort William Henry, which was followed by Indian torture and massacres of British victims), the British government fell. William Pitt came to power and significantly increased British military resources in the colonies at a time when France was unwilling to risk large convoys to aid the limited forces it had in New France. France concentrated its forces against Prussia and its allies in the European theatre of the war. Between 1758 and 1760, the British military launched a campaign to capture the Colony of Canada. They succeeded in capturing territory in surrounding colonies and ultimately Quebec. Though the British were later defeated at Sainte Foy in Quebec, the French ceded Canada in accordance with the 1763 treaty.",0.5616503953933716,False,True,0,0.0,retrieval_error_unsupported_generation,0,The retriever found a different war and the generated year 1763 does not answer the Napoleonic question.,unsupported
572827fc3acd2414000df5bd,retrieval_ranking_error,Which gender is more populous across all groups in Jacksonville?,"[""females"", ""females"", ""females""]",male,"Jacksonville,_Florida","Like much of the south Atlantic region of the United States, Jacksonville has a humid subtropical climate (Köppen Cfa), with mild weather during winters and hot and humid weather during summers. Seasonal rainfall is concentrated in the warmest months from May through September, while the driest months are from November through April. Due to Jacksonville's low latitude and coastal location, the city sees very little cold weather, and winters are typically mild and sunny. Summers can be hot and wet, and summer thunderstorms with torrential but brief downpours are common.",0.4454696178436279,False,True,0,0.0,retrieval_error_unsupported_generation,0,"The retrieved weather passage contains no demographic evidence, and 'male' also contradicts the reference answer.",unsupported
5728fb6a1d04691400778ef7,retrieval_ranking_error,What is one main reason that civil disobedience is not recognized?,"[""breaking the law for self-gratification"", ""breaking the law for self-gratification"", ""it would undermine the law by encouraging general disobedience"", ""breaking the law for self-gratification""]",the legitimacy of any government,Civil_disobedience,"Some civil disobedients feel it is incumbent upon them to accept punishment because of their belief in the validity of the social contract, which is held to bind all to obey the laws that a government meeting certain standards of legitimacy has established, or else suffer the penalties set out in the law. Other civil disobedients who favor the existence of government still don't believe in the legitimacy of their particular government, or don't believe in the legitimacy of a particular law it has enacted. And still other civil disobedients, being anarchists, don't believe in the legitimacy of any government, and therefore see no need to accept punishment for a violation of criminal law that does not infringe the rights of others.",0.6069529056549072,False,True,0,0.0,retrieval_error_unsupported_generation,0,"The passage discusses punishment and the social contract, not why civil disobedience is unrecognized.",unsupported
57264a8cdd62a815002e8090,retrieval_ranking_error,Who is the current President and the High Representative for Foreign and Security Policy?,"[""Federica Mogherini"", ""Jean-Claude Juncker"", ""Jean-Claude Juncker"", ""Jean-Claude Juncker""]",Edward Heath,1973_oil_crisis,"In 2004, declassified documents revealed that the U.S. was so distraught by the rise in oil prices and being challenged by under-developed countries that they briefly considered military action to forcibly seize Middle Eastern oilfields in late 1973. Although no explicit plan was mentioned, a conversation between U.S. Secretary of Defense James Schlesinger and British Ambassador to the United States Lord Cromer revealed Schlesinger had told him that ""it was no longer obvious to him that the U.S. could not use force."" British Prime Minister Edward Heath was so worried by this prospect that he ordered a British intelligence estimate of U.S. intentions, which concluded America ""might consider it could not tolerate a situation in which the U.S. and its allies were at the mercy of a small group of unreasonable countries,"" and that they would prefer a rapid operation to seize oilfields in Saudi Arabia and Kuwait, and possibly Abu Dhabi in military action was decided upon. Although the Soviet response to such an act would likely not involve force, intelligence warned ""the American occupation would need to last 10 years as the West developed alternative energy sources, and would result in the ‘total alienation’ of the Arabs and much of the rest of the Third World.""",0.2903578281402588,False,True,0,0.0,retrieval_error_unsupported_generation,0,The retrieved oil-crisis passage mentions Edward Heath but contains no evidence about the requested EU offices.,unsupported
